trajectory,system,rx_config_index,rx_config_name,rx_lens_angle_deg,capacity_median,capacity_min,channel_magnitude_median_db,snr_median_db,outage_probability
Linear,Without Lens,0,Simul_+1,0,5.404875,4.251481,-79.764847,16.275881,0.0
Linear,Without Lens,1,Simul_0,0,5.412855,4.276175,-79.744202,16.293104,0.0
Linear,Without Lens,2,Simul_-1,0,5.406797,4.265982,-79.740723,16.28083,0.0
