trajectory,system,waypoint,waypoint_count,trajectory_angle_deg,distance_along_m,rx_config_name,snr_db_log_rounded,capacity_bits_s_hz_log_rounded,trajectory_angle_deg_exact,distance_along_m_exact,tx_center_x_m,tx_center_y_m,tx_center_z_m
Half-Circular,Lens,0,37,,0.0,Simul_+60deg,11.4,3.84,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_+45deg,10.8,3.65,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_+30deg,8.2,2.88,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_+15deg,5.1,2.04,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_+0deg,10.2,3.46,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_-15deg,17.6,5.83,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_-30deg,19.3,6.38,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_-45deg,26.0,8.62,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,0,37,,0.0,Simul_-60deg,26.5,8.78,-90.0,0.0,5.51091059616309e-16,-9.0,2.0
Half-Circular,Lens,1,37,,0.79,Simul_+60deg,11.5,3.85,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_+45deg,10.7,3.62,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_+30deg,7.8,2.76,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_+15deg,5.7,2.19,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_+0deg,9.4,3.22,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_-15deg,18.8,6.2,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_-30deg,21.3,7.04,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_-45deg,26.6,8.83,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,1,37,,0.79,Simul_-60deg,25.1,8.31,-85.0,0.7853981633974483,0.7844016847289232,-8.96575228282571,2.0
Half-Circular,Lens,2,37,,1.57,Simul_+60deg,11.4,3.83,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_+45deg,10.9,3.69,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_+30deg,6.9,2.54,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_+15deg,6.3,2.36,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_+0deg,9.1,3.13,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_-15deg,17.0,5.65,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_-30deg,22.2,7.35,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_-45deg,27.0,8.98,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,2,37,,1.57,Simul_-60deg,23.8,7.91,-80.0,1.5707963267948966,1.5628335990023738,-8.863269777109872,2.0
Half-Circular,Lens,3,37,,2.36,Simul_+60deg,12.3,4.1,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_+45deg,10.5,3.54,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_+30deg,5.6,2.16,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_+15deg,7.0,2.53,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_+0deg,8.6,2.99,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_-15deg,16.9,5.62,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_-30deg,23.6,7.8,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_-45deg,27.2,9.03,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,3,37,,2.36,Simul_-60deg,22.2,7.36,-75.0,2.356194490192345,2.3293714059226867,-8.693332436601615,2.0
Half-Circular,Lens,4,37,,3.14,Simul_+60deg,12.4,4.12,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_+45deg,10.4,3.52,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_+30deg,6.0,2.28,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_+15deg,8.1,2.83,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_+0deg,9.6,3.28,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_-15deg,17.5,5.8,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_-30deg,24.9,8.24,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_-45deg,27.2,9.01,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,4,37,,3.14,Simul_-60deg,20.0,6.63,-70.0,3.141592653589793,3.0781812899310195,-8.457233587073175,2.0
Half-Circular,Lens,5,37,,3.93,Simul_+60deg,13.2,4.38,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_+45deg,10.2,3.45,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_+30deg,6.4,2.38,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_+15deg,8.3,2.9,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_+0deg,9.4,3.24,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_-15deg,18.6,6.14,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_-30deg,25.9,8.58,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_-45deg,26.8,8.89,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,5,37,,3.93,Simul_-60deg,18.5,6.12,-65.0,3.9269908169872414,3.803564355666295,-8.15677008332985,2.0
Half-Circular,Lens,6,37,,4.71,Simul_+60deg,13.7,4.54,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_+45deg,9.9,3.37,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_+30deg,7.3,2.64,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_+15deg,9.3,3.23,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_+0deg,10.2,3.46,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_-15deg,20.2,6.67,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_-30deg,27.0,8.94,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_-45deg,26.1,8.63,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,6,37,,4.71,Simul_-60deg,17.0,5.64,-60.0,4.71238898038469,4.500000000000001,-7.794228634059947,2.0
Half-Circular,Lens,7,37,,5.5,Simul_+60deg,13.4,4.45,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_+45deg,9.4,3.21,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_+30deg,7.4,2.67,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_+15deg,9.7,3.34,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_+0deg,10.9,3.66,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_-15deg,21.9,7.25,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_-30deg,27.4,9.09,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_-45deg,25.0,8.28,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,7,37,,5.5,Simul_-60deg,16.6,5.49,-55.0,5.497787143782138,5.162187927159414,-7.372368398600926,2.0
Half-Circular,Lens,8,37,,6.28,Simul_+60deg,14.3,4.73,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_+45deg,9.6,3.29,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_+30deg,7.7,2.73,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_+15deg,9.6,3.3,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_+0deg,11.8,3.95,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_-15deg,23.9,7.9,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_-30deg,27.6,9.15,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_-45deg,23.9,7.92,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,8,37,,6.28,Simul_-60deg,16.4,5.42,-50.0,6.283185307179586,5.785088487178855,-6.894399988070802,2.0
Half-Circular,Lens,9,37,,7.07,Simul_+60deg,14.3,4.75,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_+45deg,9.8,3.36,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_+30deg,8.2,2.89,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_+15deg,9.4,3.23,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_+0deg,14.1,4.66,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_-15deg,25.3,8.36,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_-30deg,27.6,9.14,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_-45deg,22.2,7.29,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,9,37,,7.07,Simul_-60deg,15.9,5.27,-45.0,7.0685834705770345,6.3639610306789285,-6.3639610306789285,2.0
Half-Circular,Lens,10,37,,7.85,Simul_+60deg,14.7,4.86,-40.0,7.853981633974483,6.894399988070802,-5.785088487178854,2.0
Half-Circular,Lens,10,37,,7.85,Simul_+45deg,10.0,3.42,-40.0,7.853981633974483,6.894399988070802,-5.785088487178854,2.0
Half-Circular,Lens,10,37,,7.85,Simul_+30deg,8.9,3.09,-40.0,7.853981633974483,6.894399988070802,-5.785088487178854,2.0
Half-Circular,Lens,10,37,,7.85,Simul_+15deg,9.1,3.12,-40.0,7.853981633974483,6.894399988070802,-5.785088487178854,2.0
