scenario,lens_angle_deg,vertical_angle_deg,theta_deg,phi_deg,gain_db
Simul_+0deg,0,132.11999512,132.11999512,0.00000000,-10.35322094
Simul_+0deg,0,132.47999573,132.47999573,0.00000000,-10.34079170
Simul_+0deg,0,132.83998108,132.83998108,0.00000000,-10.30604553
Simul_+0deg,0,133.19999695,133.19999695,0.00000000,-10.24951553
Simul_+0deg,0,133.55999756,133.55999756,0.00000000,-10.17204189
Simul_+0deg,0,133.91998291,133.91998291,0.00000000,-10.07473469
Simul_+0deg,0,134.27999878,134.27999878,0.00000000,-10.00908089
Simul_+0deg,0,134.63998413,134.63998413,0.00000000,-9.93433857
Simul_+0deg,0,135.00000000,135.00000000,0.00000000,-9.83664227
Simul_+0deg,0,135.36000061,135.36000061,0.00000000,-9.71754456
Simul_+0deg,0,135.71998596,135.71998596,0.00000000,-9.57881546
Simul_+0deg,0,136.08000183,136.08000183,0.00000000,-9.36857128
Simul_+0deg,0,136.43998718,136.43998718,0.00000000,-8.96176147
Simul_+0deg,0,136.79998779,136.79998779,0.00000000,-8.55483627
Simul_+0deg,0,137.16000366,137.16000366,0.00000000,-8.15092659
