freq_hz,freq_ghz,dataset,sv1,sv2,sv3,condition_number,effective_rank,capacity_20db_bps_hz
37150000000.0,37.15,With Lens,0.12391059566706558,0.07605107614559532,0.06374659490519988,1.9437994429559415,2.5445100320287133,1.0338744187724915
37155000000.0,37.155,With Lens,0.12400215114549201,0.07619953634262472,0.06367063103349307,1.9475564971275745,2.5438584952712553,1.0350972564238037
37160000000.0,37.16,With Lens,0.1240465507152568,0.07635030896300728,0.06359100103856305,1.9506934737516102,2.54369479628816,1.0359444062416987
37165000000.0,37.165,With Lens,0.12404601600673104,0.07642870224789255,0.06354333605544613,1.9521483086517835,2.5437932410586153,1.0361655403241936
37170000000.0,37.17,With Lens,0.12402286350135071,0.0764169298690635,0.06356207445753098,1.9512085557279384,2.5441659761807323,1.036011484585284
37175000000.0,37.175,With Lens,0.12400719860209722,0.07636433590590275,0.06366654444987406,1.9477607850969603,2.5451086984839195,1.0361276839562206
37180000000.0,37.18,With Lens,0.12402668060188755,0.07633011854505373,0.06385126112398924,1.9424311817592292,2.5467337885452808,1.03706848589457
37185000000.0,37.185,With Lens,0.12409491028600125,0.0763285713835992,0.06406330524348477,1.9370669342512838,2.548397626316112,1.0387449032018106
37190000000.0,37.19,With Lens,0.12419587289817981,0.07633202370193315,0.06420169921825392,1.934463953609319,2.548898425254423,1.0403132375270774
37195000000.0,37.195,With Lens,0.12428383890689135,0.07630921212714192,0.06418871272214494,1.9362257573988355,2.5476018281285886,1.0407965572852975
37200000000.0,37.2,With Lens,0.12430570281790175,0.07625308643005345,0.06404822702998775,1.9408141112118702,2.545299790463116,1.0398622577602774
37205000000.0,37.205,With Lens,0.12423105673619572,0.07618233445379521,0.06388805421508541,1.9445115094280327,2.543702604309905,1.0379715788287778
37210000000.0,37.21,With Lens,0.12406560594689717,0.0761269276381225,0.06379837720842108,1.9446514374745116,2.5440304806254153,1.0358416296930952
37215000000.0,37.215,With Lens,0.12384827040673889,0.07610181084227965,0.06378342879328448,1.9416997917769263,2.5460344195392195,1.0338932673290127
37220000000.0,37.22,With Lens,0.12363733222748866,0.0760927063350876,0.0637905124924397,1.9381774404484031,2.548354011373485,1.0322135561168262
37225000000.0,37.225,With Lens,0.12348861985127071,0.07607556748054352,0.06377309939095335,1.9363747572348415,2.5496453272897823,1.030843106797417
37230000000.0,37.23,With Lens,0.12342976814117992,0.07605444445513339,0.06372264952956626,1.936984244258559,2.5495397338148504,1.0299777522421492
37235000000.0,37.235,With Lens,0.12345108192262927,0.07606211616985749,0.0636750151360945,1.938768002783723,2.5488224253603713,1.0299355475102283
37240000000.0,37.24,With Lens,0.12352197057008196,0.07611535129948475,0.063691799297909,1.9393700905249383,2.5486739684252813,1.0309108757115732
37245000000.0,37.245,With Lens,0.12361490665107146,0.07618345979628714,0.06380498973798784,1.9373862006512375,2.549510591979778,1.0326720831852172
37250000000.0,37.25,With Lens,0.12371447107915735,0.07621489034055444,0.06396474911658113,1.9341039054757696,2.5505038213053295,1.03451353177839
37255000000.0,37.255,With Lens,0.12381092749335687,0.07618938918348342,0.06406983328070957,1.9324371729032486,2.55043672276546,1.0356862818816794
37260000000.0,37.26,With Lens,0.12389398600747438,0.07613692711979342,0.06405784775087807,1.93409535845319,2.5489588861011008,1.035953946835548
37265000000.0,37.265,With Lens,0.12395563224021652,0.07611265538816507,0.06394934988801568,1.9383407721467114,2.5468452853643635,1.0357033383571121
37270000000.0,37.27,With Lens,0.12399467577176622,0.07615553665099647,0.06380066805284047,1.9434698656928224,2.5450699403210946,1.0354702612530295
37275000000.0,37.275,With Lens,0.1240180162993232,0.076259737850424,0.06365234003522509,1.94836538972003,2.5439695185736797,1.035493450183764
37280000000.0,37.28,With Lens,0.12404419537032928,0.07637275862983316,0.06353452799187395,1.9523902874700587,2.5432542349608735,1.0357596120426915
37285000000.0,37.285,With Lens,0.12409711617094984,0.0764304379295818,0.06348800589325844,1.9546544961514891,2.542611123832467,1.036281276198027
37290000000.0,37.29,With Lens,0.12418965582487355,0.07640510343723277,0.06354460150391256,1.9543698895841997,2.5420443116636786,1.0371601136669404
37295000000.0,37.295,With Lens,0.12430550670330322,0.07632049455164587,0.0636953232109983,1.951564109212956,2.541816787693797,1.0383665183370867
37300000000.0,37.3,With Lens,0.1244029451838722,0.07621626382991357,0.063891695770955,1.9470909901944635,2.5421431937627226,1.0395560620306084
37305000000.0,37.305,With Lens,0.12443724322810129,0.0761090342590713,0.06406312749665011,1.9424159901435998,2.542838723753018,1.0400968079836295
37310000000.0,37.31,With Lens,0.124382044591663,0.0759982356782115,0.0641307403423302,1.939507386437628,2.543293322719775,1.0393482557213836
37315000000.0,37.315,With Lens,0.12423868290575357,0.07589635883628149,0.06404620235480162,1.9398290349441658,2.5430531346427996,1.0371344419069397
37320000000.0,37.32,With Lens,0.12403508324768678,0.07583401538068751,0.06384724340468688,1.9426850187017102,2.5424955620020184,1.0340699333889125
37325000000.0,37.325,With Lens,0.12381890430584234,0.0758356953678149,0.06365410663701382,1.9451832858470075,2.542670964389778,1.031333041844416
37330000000.0,37.33,With Lens,0.1236390193660379,0.07589912385040051,0.06357439175303833,1.9447928003200907,2.544258425347693,1.0298742275866632
37335000000.0,37.335,With Lens,0.1235270510872245,0.07599749028731823,0.06361503845245077,1.9417900875679754,2.5467681056606897,1.0298140665259652
37340000000.0,37.34,With Lens,0.12349126821748102,0.07609468444863397,0.06370206261562612,1.9385756621825396,2.54895899715913,1.0305976909848324
37345000000.0,37.345,With Lens,0.12352347893463117,0.07616447794639536,0.06376793209933751,1.9370783224114376,2.549932907222807,1.0316352649716003
37350000000.0,37.35,With Lens,0.12360268341251279,0.07621081266575058,0.06379918665126742,1.937370833395371,2.549802116652904,1.032712400044714
37355000000.0,37.355,With Lens,0.1236963127688936,0.07626188496667395,0.06382344035514524,1.9381016140870193,2.549472134594058,1.0338947596452916
37360000000.0,37.36,With Lens,0.12376839822790243,0.0763318575324597,0.06388076889485556,1.9374907404702473,2.5499110971206935,1.0352027318969448
37365000000.0,37.365,With Lens,0.12379783237864747,0.07639483173225041,0.06399290336531957,1.9345556439581502,2.55138424959054,1.0364288038050453
37370000000.0,37.37,With Lens,0.12378998019308673,0.07641152867796058,0.064128048116991,1.9303562766677762,2.5531463986600893,1.0372021068257578
37375000000.0,37.375,With Lens,0.12377069640677245,0.07638019991471023,0.06420453470880096,1.9277563020763757,2.553971513890268,1.0372725069056115
37380000000.0,37.38,With Lens,0.12377363844865767,0.07634563359235964,0.06415830843853718,1.929191112749352,2.55313167420252,1.0368322314569038
37385000000.0,37.385,With Lens,0.12382718958420473,0.07635487031386246,0.06400387910794658,1.934682574088398,2.550862334828113,1.0364738551911816
37390000000.0,37.39,With Lens,0.1239408499277495,0.0764139279315987,0.0638132750589074,1.9422424223382526,2.547922872881465,1.0367018277686757
37395000000.0,37.395,With Lens,0.12409343317052668,0.07648442842024132,0.0636515135858389,1.9495755274252398,2.5449746554641055,1.0374655359776341
37400000000.0,37.4,With Lens,0.12423899087184354,0.0765083482068714,0.06355393099026824,1.9548592657607247,2.5424571121811526,1.0382349997650488
37405000000.0,37.405,With Lens,0.12433050384363147,0.07644165932733138,0.06354670022308263,1.9565217927471519,2.5408284797232796,1.038507661702646
37410000000.0,37.41,With Lens,0.12434152174827735,0.07628487302431347,0.0636430066938261,1.95373424681929,2.5405282302962435,1.0381495705324668
37415000000.0,37.415,With Lens,0.12427106037332214,0.07609001206182806,0.06380914098636045,1.947543227386273,2.54159701380366,1.0372940062338019
37420000000.0,37.42,With Lens,0.12413818866931042,0.0759239194161339,0.06396989360070124,1.940572067294319,2.5435144201715376,1.0360971286504053
37425000000.0,37.425,With Lens,0.12397774814060422,0.07582091850294909,0.06405409202604803,1.9355164396083833,2.5453792508342854,1.0346573281093054
37430000000.0,37.43,With Lens,0.12383088948833358,0.0757742234013481,0.06402904107149401,1.9339800724184761,2.546318474444063,1.0330781953947104
37435000000.0,37.435,With Lens,0.12372785402613365,0.07576957114622505,0.06390423752683223,1.9361447505602827,2.5459880520085427,1.0315621012708585
