scenario,lens_angle_deg,yz_angle_deg,theta_deg,phi_deg,gain_db
Simul_+0deg,0,160.19998169,160.19998169,90.00000000,-6.23482275
Simul_+0deg,0,160.55999756,160.55999756,90.00000000,-6.42479515
Simul_+0deg,0,160.91998291,160.91998291,90.00000000,-6.61239386
Simul_+0deg,0,161.27999878,161.27999878,90.00000000,-6.79694176
Simul_+0deg,0,161.63999939,161.63999939,90.00000000,-6.97764492
Simul_+0deg,0,161.99998474,161.99998474,90.00000000,-7.15365982
Simul_+0deg,0,162.36000061,162.36000061,90.00000000,-7.36569023
Simul_+0deg,0,162.71998596,162.71998596,90.00000000,-7.57333851
Simul_+0deg,0,163.07998657,163.07998657,90.00000000,-7.77545691
Simul_+0deg,0,163.44000244,163.44000244,90.00000000,-7.97071838
Simul_+0deg,0,163.79998779,163.79998779,90.00000000,-8.15772152
Simul_+0deg,0,164.15998840,164.15998840,90.00000000,-8.34682369
Simul_+0deg,0,164.51998901,164.51998901,90.00000000,-8.54224682
Simul_+0deg,0,164.87998962,164.87998962,90.00000000,-8.72874546
Simul_+0deg,0,165.23999023,165.23999023,90.00000000,-8.90471745
Simul_+0deg,0,165.59999084,165.59999084,90.00000000,-9.06850052
Simul_+0deg,0,165.95999146,165.95999146,90.00000000,-9.21838760
Simul_+0deg,0,166.31999207,166.31999207,90.00000000,-9.35847092
Simul_+0deg,0,166.67999268,166.67999268,90.00000000,-9.48845005
Simul_+0deg,0,167.03997803,167.03997803,90.00000000,-9.60683250
Simul_+0deg,0,167.39999390,167.39999390,90.00000000,-9.71256828
Simul_+0deg,0,167.75999451,167.75999451,90.00000000,-9.80463123
Simul_+0deg,0,168.11999512,168.11999512,90.00000000,-9.87710381
Simul_+0deg,0,168.47999573,168.47999573,90.00000000,-9.92897129
Simul_+0deg,0,168.83998108,168.83998108,90.00000000,-9.97212219
Simul_+0deg,0,169.19999695,169.19998169,90.00000000,-10.00628948
Simul_+0deg,0,169.55999756,169.55999756,90.00000000,-10.03125763
Simul_+0deg,0,169.91998291,169.91996765,90.00000000,-10.04686451
Simul_+0deg,0,170.27999878,170.27998352,90.00000000,-10.03142166
Simul_+0deg,0,170.63998413,170.63998413,90.00000000,-10.00115776
Simul_+0deg,0,170.99998474,171.00000000,90.00000000,-9.96251202
Simul_+0deg,0,171.35998535,171.36000061,90.00000000,-9.91571808
Simul_+0deg,0,171.71998596,171.71998596,90.00000000,-9.86103153
Simul_+0deg,0,172.08000183,172.07998657,90.00000000,-9.79127312
Simul_+0deg,0,172.43998718,172.43998718,90.00000000,-9.68390083
Simul_+0deg,0,172.79998779,172.80000305,90.00000000,-9.56337547
Simul_+0deg,0,173.15998840,173.16000366,90.00000000,-9.43084717
Simul_+0deg,0,173.51998901,173.52000427,90.00000000,-9.28747559
Simul_+0deg,0,173.87998962,173.87998962,90.00000000,-9.13443756
Simul_+0deg,0,174.23999023,174.23999023,90.00000000,-8.96261692
Simul_+0deg,0,174.59999084,174.59997559,90.00000000,-8.77207661
Simul_+0deg,0,174.95999146,174.95999146,90.00000000,-8.56872845
Simul_+0deg,0,175.31999207,175.32000732,90.00000000,-8.35470390
Simul_+0deg,0,175.67999268,175.67997742,90.00000000,-8.13194561
Simul_+0deg,0,176.03999329,176.03996277,90.00000000,-7.90624905
Simul_+0deg,0,176.39999390,176.39999390,90.00000000,-7.70351648
Simul_+0deg,0,176.75997925,176.75996399,90.00000000,-7.49060154
Simul_+0deg,0,177.11999512,177.12002563,90.00000000,-7.26926899
Simul_+0deg,0,177.47999573,177.47996521,90.00000000,-7.04135418
Simul_+0deg,0,177.83999634,177.83996582,90.00000000,-6.80833817
Simul_+0deg,0,178.19999695,178.19993591,90.00000000,-6.61677933
Simul_+0deg,0,178.55998230,178.56004333,90.00000000,-6.45368052
Simul_+0deg,0,178.91999817,178.92007446,90.00000000,-6.28266764
Simul_+0deg,0,179.27998352,179.27990723,90.00000000,-6.10495567
Simul_+0deg,0,179.63998413,179.64009094,90.00000000,-5.92131233
Simul_+0deg,0,180.00000000,180.00000000,-90.00000000,-5.73258877
Simul_+0deg,0,180.35998535,179.64009094,-90.00000000,-5.64209175
Simul_+0deg,0,180.71998596,179.27990723,-90.00000000,-5.54238749
Simul_+0deg,0,181.07998657,178.92007446,-90.00000000,-5.43476868
Simul_+0deg,0,181.43998718,178.56004333,-90.00000000,-5.31970310
Simul_+0deg,0,181.80000305,178.19993591,-90.00000000,-5.19787121
Simul_+0deg,0,182.15998840,177.83996582,-90.00000000,-5.11280537
Simul_+0deg,0,182.51998901,177.47996521,-90.00000000,-5.07326031
Simul_+0deg,0,182.87998962,177.12002563,-90.00000000,-5.02506208
Simul_+0deg,0,183.23999023,176.75996399,-90.00000000,-4.96848297
Simul_+0deg,0,183.59999084,176.39999390,-90.00000000,-4.90388584
Simul_+0deg,0,183.95999146,176.04000854,-90.00000000,-4.83161068
Simul_+0deg,0,184.31999207,175.67997742,-90.00000000,-4.81574821
Simul_+0deg,0,184.67999268,175.32000732,-90.00000000,-4.79968452
Simul_+0deg,0,185.03999329,174.95999146,-90.00000000,-4.77548456
Simul_+0deg,0,185.39997864,174.59997559,-90.00000000,-4.74327946
Simul_+0deg,0,185.75999451,174.23999023,-90.00000000,-4.70325422
Simul_+0deg,0,186.11999512,173.87998962,-90.00000000,-4.66958094
Simul_+0deg,0,186.47998047,173.52000427,-90.00000000,-4.65685892
Simul_+0deg,0,186.83999634,173.16000366,-90.00000000,-4.63746834
Simul_+0deg,0,187.19998169,172.80000305,-90.00000000,-4.61149836
Simul_+0deg,0,187.55998230,172.43998718,-90.00000000,-4.57906628
Simul_+0deg,0,187.91999817,172.07998657,-90.00000000,-4.54031849
Simul_+0deg,0,188.27998352,171.71998596,-90.00000000,-4.50849676
Simul_+0deg,0,188.63999939,171.36000061,-90.00000000,-4.47576094
Simul_+0deg,0,188.99998474,171.00000000,-90.00000000,-4.43865490
Simul_+0deg,0,189.35998535,170.63998413,-90.00000000,-4.39728451
Simul_+0deg,0,189.72000122,170.27998352,-90.00000000,-4.35178137
Simul_+0deg,0,190.07998657,169.91999817,-90.00000000,-4.30215454
Simul_+0deg,0,190.43998718,169.55998230,-90.00000000,-4.24901628
Simul_+0deg,0,190.79998779,169.20001221,-90.00000000,-4.19342327
Simul_+0deg,0,191.15998840,168.83998108,-90.00000000,-4.13546991
Simul_+0deg,0,191.51998901,168.47999573,-90.00000000,-4.07526207
Simul_+0deg,0,191.87998962,168.11999512,-90.00000000,-4.01290083
Simul_+0deg,0,192.23999023,167.75997925,-90.00000000,-3.94226813
Simul_+0deg,0,192.59999084,167.40000916,-90.00000000,-3.86702323
Simul_+0deg,0,192.95999146,167.03999329,-90.00000000,-3.79045463
Simul_+0deg,0,193.31997681,166.67999268,-90.00000000,-3.71265697
Simul_+0deg,0,193.67999268,166.31999207,-90.00000000,-3.63371515
Simul_+0deg,0,194.03999329,165.95997620,-90.00000000,-3.55253935
Simul_+0deg,0,194.39999390,165.59999084,-90.00000000,-3.46096945
Simul_+0deg,0,194.75999451,165.24000549,-90.00000000,-3.36854219
Simul_+0deg,0,195.11997986,164.88000488,-90.00000000,-3.27534795
Simul_+0deg,0,195.47999573,164.51998901,-90.00000000,-3.18147612
Simul_+0deg,0,195.83999634,164.15998840,-90.00000000,-3.08702207
Simul_+0deg,0,196.19998169,163.79998779,-90.00000000,-2.99017525
Simul_+0deg,0,196.55999756,163.43998718,-90.00000000,-2.89138269
Simul_+0deg,0,196.91998291,163.07998657,-90.00000000,-2.79225016
Simul_+0deg,0,197.27998352,162.72000122,-90.00000000,-2.69282699
Simul_+0deg,0,197.63999939,162.36000061,-90.00000000,-2.59318924
Simul_+0deg,0,197.99998474,161.99998474,-90.00000000,-2.49339867
Simul_+0deg,0,198.36000061,161.63999939,-90.00000000,-2.40552902
Simul_+0deg,0,198.71998596,161.27999878,-90.00000000,-2.31771445
Simul_+0deg,0,199.07998657,160.91998291,-90.00000000,-2.22998714
Simul_+0deg,0,199.43998718,160.56001282,-90.00000000,-2.14239001
Simul_+0deg,0,199.79998779,160.19998169,-90.00000000,-2.05492997
Simul_+0deg,0,200.15998840,159.83998108,-90.00000000,-1.98159146
Simul_+0deg,0,200.51998901,159.47999573,-90.00000000,-1.92566860
Simul_+0deg,0,200.87998962,159.11997986,-90.00000000,-1.86965692
Simul_+0deg,0,201.23999023,158.75999451,-90.00000000,-1.81357098
Simul_+0deg,0,201.59999084,158.39999390,-90.00000000,-1.75741732
Simul_+0deg,0,201.95999146,158.03997803,-90.00000000,-1.70121050
Simul_+0deg,0,202.31999207,157.67999268,-90.00000000,-1.68623114
Simul_+0deg,0,202.67999268,157.31997681,-90.00000000,-1.67489636
Simul_+0deg,0,203.03997803,156.95999146,-90.00000000,-1.66197717
Simul_+0deg,0,203.39999390,156.59999084,-90.00000000,-1.64748430
Simul_+0deg,0,203.75999451,156.23997498,-90.00000000,-1.63143563
Simul_+0deg,0,204.11997986,155.87998962,-90.00000000,-1.63101006
Simul_+0deg,0,204.47999573,155.51998901,-90.00000000,-1.66119277
Simul_+0deg,0,204.83998108,155.15998840,-90.00000000,-1.68649578
Simul_+0deg,0,205.19999695,154.79998779,-90.00000000,-1.70683444
Simul_+0deg,0,205.55998230,154.43998718,-90.00000000,-1.72213411
Simul_+0deg,0,205.91998291,154.07998657,-90.00000000,-1.73234510
Simul_+0deg,0,206.27999878,153.71998596,-90.00000000,-1.77412581
Simul_+0deg,0,206.63998413,153.35998535,-90.00000000,-1.81785917
Simul_+0deg,0,206.99998474,152.99998474,-90.00000000,-1.85238910
Simul_+0deg,0,207.35998535,152.63999939,-90.00000000,-1.87748373
Simul_+0deg,0,207.71998596,152.27998352,-90.00000000,-1.89298201
Simul_+0deg,0,208.07998657,151.91998291,-90.00000000,-1.90999675
Simul_+0deg,0,208.43998718,151.55999756,-90.00000000,-1.95579910
Simul_+0deg,0,208.79998779,151.19998169,-90.00000000,-1.99043036
Simul_+0deg,0,209.15998840,150.83999634,-90.00000000,-2.01361132
Simul_+0deg,0,209.51998901,150.47998047,-90.00000000,-2.02515936
Simul_+0deg,0,209.87998962,150.11999512,-90.00000000,-2.02498174
Simul_+0deg,0,210.23999023,149.75999451,-90.00000000,-2.05714321
Simul_+0deg,0,210.59999084,149.39997864,-90.00000000,-2.10146141
Simul_+0deg,0,210.95999146,149.03999329,-90.00000000,-2.13600636
Simul_+0deg,0,211.31999207,148.67999268,-90.00000000,-2.16054296
Simul_+0deg,0,211.67997742,148.31999207,-90.00000000,-2.17489910
Simul_+0deg,0,212.03999329,147.95999146,-90.00000000,-2.18751168
Simul_+0deg,0,212.39999390,147.59999084,-90.00000000,-2.26027131
Simul_+0deg,0,212.75997925,147.23999023,-90.00000000,-2.32636499
Simul_+0deg,0,213.11999512,146.88000488,-90.00000000,-2.38548040
Simul_+0deg,0,213.47998047,146.51998901,-90.00000000,-2.43731141
Simul_+0deg,0,213.83998108,146.15998840,-90.00000000,-2.48158097
Simul_+0deg,0,214.19999695,145.79998779,-90.00000000,-2.55401158
Simul_+0deg,0,214.55998230,145.43998718,-90.00000000,-2.65036869
Simul_+0deg,0,214.91999817,145.07998657,-90.00000000,-2.74250484
Simul_+0deg,0,215.27998352,144.72000122,-90.00000000,-2.83008146
Simul_+0deg,0,215.63998413,144.35998535,-90.00000000,-2.91279507
Simul_+0deg,0,216.00000000,143.99998474,-90.00000000,-2.99031782
Simul_+0deg,0,216.35998535,143.63998413,-90.00000000,-3.09028363
Simul_+0deg,0,216.71998596,143.27998352,-90.00000000,-3.18843746
Simul_+0deg,0,217.07998657,142.91999817,-90.00000000,-3.28458428
Simul_+0deg,0,217.43998718,142.55998230,-90.00000000,-3.37854910
Simul_+0deg,0,217.79998779,142.19998169,-90.00000000,-3.47014046
Simul_+0deg,0,218.15998840,141.83999634,-90.00000000,-3.55227089
Simul_+0deg,0,218.51998901,141.47998047,-90.00000000,-3.62502313
Simul_+0deg,0,218.87998962,141.11999512,-90.00000000,-3.69769096
Simul_+0deg,0,219.23999023,140.75997925,-90.00000000,-3.77025938
Simul_+0deg,0,219.59997559,140.39999390,-90.00000000,-3.84269905
Simul_+0deg,0,219.95999146,140.03999329,-90.00000000,-3.91498184
Simul_+0deg,0,220.31999207,139.67997742,-90.00000000,-3.95010757
Simul_+0deg,0,220.67997742,139.32000732,-90.00000000,-3.98021579
Simul_+0deg,0,221.03999329,138.95999146,-90.00000000,-4.00991106
Simul_+0deg,0,221.39997864,138.60000610,-90.00000000,-4.03917742
Simul_+0deg,0,221.75999451,138.23999023,-90.00000000,-4.06801319
Simul_+0deg,0,222.11999512,137.87998962,-90.00000000,-4.08427286
Simul_+0deg,0,222.47998047,137.51998901,-90.00000000,-4.07474661
Simul_+0deg,0,222.83999634,137.15998840,-90.00000000,-4.06315184
Simul_+0deg,0,223.19998169,136.79998779,-90.00000000,-4.04950714
Simul_+0deg,0,223.55998230,136.43998718,-90.00000000,-4.03383160
Simul_+0deg,0,223.91999817,136.07998657,-90.00000000,-4.01614714
Simul_+0deg,0,224.27998352,135.72000122,-90.00000000,-3.99869204
Simul_+0deg,0,224.63998413,135.36000061,-90.00000000,-3.97905636
Simul_+0deg,0,224.99998474,135.00000000,-90.00000000,-3.95654154
Simul_+0deg,0,225.35998535,134.63998413,-90.00000000,-3.93119001
Simul_+0deg,0,225.71998596,134.28001404,-90.00000000,-3.90305853
Simul_+0deg,0,226.07998657,133.91999817,-90.00000000,-3.88259983
Simul_+0deg,0,226.43998718,133.55998230,-90.00000000,-3.89445782
Simul_+0deg,0,226.79998779,133.20001221,-90.00000000,-3.90127993
Simul_+0deg,0,227.15998840,132.83998108,-90.00000000,-3.90304208
Simul_+0deg,0,227.51998901,132.47999573,-90.00000000,-3.89973974
Simul_+0deg,0,227.87998962,132.11999512,-90.00000000,-3.89138198
Simul_+0deg,0,228.23999023,131.75997925,-90.00000000,-3.91372871
Simul_+0deg,0,228.59999084,131.40000916,-90.00000000,-3.94437337
Simul_+0deg,0,228.95999146,131.03999329,-90.00000000,-3.96435380
Simul_+0deg,0,229.31997681,130.67999268,-90.00000000,-3.97351861
Simul_+0deg,0,229.67999268,130.31999207,-90.00000000,-3.97179866
Simul_+0deg,0,230.03999329,129.95997620,-90.00000000,-3.96207571
Simul_+0deg,0,230.39999390,129.59997559,-90.00000000,-3.96187520
Simul_+0deg,0,230.75997925,129.24000549,-90.00000000,-3.94622087
Simul_+0deg,0,231.11997986,128.87998962,-90.00000000,-3.91528177
Simul_+0deg,0,231.47999573,128.51998901,-90.00000000,-3.86938000
Simul_+0deg,0,231.83999634,128.15998840,-90.00000000,-3.80898690
Simul_+0deg,0,232.19999695,127.79998016,-90.00000000,-3.73646307
Simul_+0deg,0,232.55998230,127.43999481,-90.00000000,-3.65362597
Simul_+0deg,0,232.91998291,127.07999420,-90.00000000,-3.56014585
Simul_+0deg,0,233.27998352,126.71998596,-90.00000000,-3.45673323
Simul_+0deg,0,233.63999939,126.35998535,-90.00000000,-3.34413338
Simul_+0deg,0,234.00000000,125.99997711,-90.00000000,-3.22310090
Simul_+0deg,0,234.35998535,125.63999939,-90.00000000,-3.10260963
Simul_+0deg,0,234.71998596,125.27999115,-90.00000000,-2.97904825
Simul_+0deg,0,235.07998657,124.91998291,-90.00000000,-2.85276413
Simul_+0deg,0,235.44000244,124.55998230,-90.00000000,-2.72409940
Simul_+0deg,0,235.79997253,124.20000458,-90.00000000,-2.59336853
Simul_+0deg,0,236.15997314,123.84001160,-90.00000000,-2.46460629
Simul_+0deg,0,236.51998901,123.47998810,-90.00000000,-2.33952475
Simul_+0deg,0,236.87998962,123.11998749,-90.00000000,-2.21381879
Simul_+0deg,0,237.23999023,122.75997925,-90.00000000,-2.08762598
Simul_+0deg,0,237.59997559,122.40000153,-90.00000000,-1.96111274
Simul_+0deg,0,237.95997620,122.03999329,-90.00000000,-1.83437610
Simul_+0deg,0,238.31999207,121.68000793,-90.00000000,-1.70806384
Simul_+0deg,0,238.67999268,121.31998444,-90.00000000,-1.58104563
Simul_+0deg,0,239.03999329,120.95997620,-90.00000000,-1.45339537
Simul_+0deg,0,239.39997864,120.59999847,-90.00000000,-1.32527995
Simul_+0deg,0,239.75997925,120.23999786,-90.00000000,-1.19682336
Simul_+0deg,0,240.11997986,119.87998962,-90.00000000,-1.06909513
Simul_+0deg,0,240.47999573,119.51998138,-90.00000000,-0.94322598
Simul_+0deg,0,240.83999634,119.15998077,-90.00000000,-0.81751120
Simul_+0deg,0,241.19998169,118.80000305,-90.00000000,-0.69205284
Simul_+0deg,0,241.55998230,118.43999481,-90.00000000,-0.56690931
Simul_+0deg,0,241.91998291,118.07998657,-90.00000000,-0.44216689
Simul_+0deg,0,242.27999878,117.71998596,-90.00000000,-0.33129227
Simul_+0deg,0,242.63999939,117.35997772,-90.00000000,-0.22480348
Simul_+0deg,0,242.99996948,117.00000000,-90.00000000,-0.11890889
Simul_+0deg,0,243.35998535,116.63999176,-90.00000000,-0.01360365
Simul_+0deg,0,243.71998596,116.27999115,-90.00000000,0.09107739
Simul_+0deg,0,244.07998657,115.91998291,-90.00000000,0.18861549
Simul_+0deg,0,244.44000244,115.55997467,-90.00000000,0.26354033
Simul_+0deg,0,244.79997253,115.19999695,-90.00000000,0.33907473
Simul_+0deg,0,245.15998840,114.83999634,-90.00000000,0.41518387
Simul_+0deg,0,245.51998901,114.47999573,-90.00000000,0.49180028
Simul_+0deg,0,245.87998962,114.11998749,-90.00000000,0.56888175
Simul_+0deg,0,246.24000549,113.75998688,-90.00000000,0.62580717
Simul_+0deg,0,246.59997559,113.40000916,-90.00000000,0.67435616
Simul_+0deg,0,246.95997620,113.04000092,-90.00000000,0.72505701
Simul_+0deg,0,247.31999207,112.67999268,-90.00000000,0.77782422
Simul_+0deg,0,247.67999268,112.31999207,-90.00000000,0.83257580
Simul_+0deg,0,248.03999329,111.95998383,-90.00000000,0.88607836
Simul_+0deg,0,248.39997864,111.60000610,-90.00000000,0.91668934
Simul_+0deg,0,248.75997925,111.23999786,-90.00000000,0.94996995
Simul_+0deg,0,249.11999512,110.87999725,-90.00000000,0.98585677
Simul_+0deg,0,249.47999573,110.51998901,-90.00000000,1.02428114
Simul_+0deg,0,249.83996582,110.16001129,-90.00000000,1.06517041
Simul_+0deg,0,250.19998169,109.80000305,-90.00000000,1.09372437
Simul_+0deg,0,250.55998230,109.44000244,-90.00000000,1.11251628
Simul_+0deg,0,250.91998291,109.07999420,-90.00000000,1.13322473
Simul_+0deg,0,251.27999878,108.71998596,-90.00000000,1.15582168
Simul_+0deg,0,251.63996887,108.36000824,-90.00000000,1.18027401
Simul_+0deg,0,251.99998474,108.00000763,-90.00000000,1.20655560
Simul_+0deg,0,252.35998535,107.63999939,-90.00000000,1.20927227
Simul_+0deg,0,252.71998596,107.27999115,-90.00000000,1.21296394
Simul_+0deg,0,253.08000183,106.91999054,-90.00000000,1.21762800
Simul_+0deg,0,253.43997192,106.56000519,-90.00000000,1.22326112
Simul_+0deg,0,253.79997253,106.20000458,-90.00000000,1.22986090
Simul_+0deg,0,254.15998840,105.83999634,-90.00000000,1.22826290
Simul_+0deg,0,254.51998901,105.47999573,-90.00000000,1.21591997
Simul_+0deg,0,254.87998962,105.11998749,-90.00000000,1.20418608
Simul_+0deg,0,255.23997498,104.76000977,-90.00000000,1.19306791
Simul_+0deg,0,255.59997559,104.40000153,-90.00000000,1.18256831
Simul_+0deg,0,255.95999146,104.03999329,-90.00000000,1.17269063
Simul_+0deg,0,256.31997681,103.67999268,-90.00000000,1.15217328
Simul_+0deg,0,256.67999268,103.31997681,-90.00000000,1.13109481
Simul_+0deg,0,257.03997803,102.95999908,-90.00000000,1.11089432
Simul_+0deg,0,257.39999390,102.59999847,-90.00000000,1.09157825
Simul_+0deg,0,257.75997925,102.23999786,-90.00000000,1.07316327
Simul_+0deg,0,258.11999512,101.87998962,-90.00000000,1.05406666
Simul_+0deg,0,258.48001099,101.51998901,-90.00000000,1.03297770
Simul_+0deg,0,258.83996582,101.16000366,-90.00000000,1.01324320
Simul_+0deg,0,259.19998169,100.79999542,-90.00000000,0.99487841
Simul_+0deg,0,259.55999756,100.43999481,-90.00000000,0.97790235
Simul_+0deg,0,259.91998291,100.07998657,-90.00000000,0.96233302
Simul_+0deg,0,260.27999878,99.71997833,-90.00000000,0.94818324
Simul_+0deg,0,260.63998413,99.36000061,-90.00000000,0.93566000
Simul_+0deg,0,260.99996948,98.99999237,-90.00000000,0.92479879
Simul_+0deg,0,261.35998535,98.63999176,-90.00000000,0.91561472
Simul_+0deg,0,261.72000122,98.27998352,-90.00000000,0.90811658
Simul_+0deg,0,262.07998657,97.92000580,-90.00000000,0.90240240
Simul_+0deg,0,262.43997192,97.56000519,-90.00000000,0.89866394
Simul_+0deg,0,262.79998779,97.19999695,-90.00000000,0.89658350
Simul_+0deg,0,263.16000366,96.83999634,-90.00000000,0.89616483
Simul_+0deg,0,263.51998901,96.47998047,-90.00000000,0.89740849
Simul_+0deg,0,263.87997437,96.12000275,-90.00000000,0.90031117
Simul_+0deg,0,264.23999023,95.76000214,-90.00000000,0.90327507
Simul_+0deg,0,264.59997559,95.39999390,-90.00000000,0.90697396
Simul_+0deg,0,264.95999146,95.03999329,-90.00000000,0.91218102
Simul_+0deg,0,265.32000732,94.67998505,-90.00000000,0.91888714
Simul_+0deg,0,265.67996216,94.31999969,-90.00000000,0.92708737
Simul_+0deg,0,266.03997803,93.95999908,-90.00000000,0.93607235
Simul_+0deg,0,266.39999390,93.59999084,-90.00000000,0.94088823
Simul_+0deg,0,266.75997925,93.23999023,-90.00000000,0.94710195
Simul_+0deg,0,267.11999512,92.87998962,-90.00000000,0.95470482
Simul_+0deg,0,267.47998047,92.52001190,-90.00000000,0.96369094
Simul_+0deg,0,267.83996582,92.16000366,-90.00000000,0.97405326
Simul_+0deg,0,268.19998169,91.79999542,-90.00000000,0.98041558
Simul_+0deg,0,268.55999756,91.43999481,-90.00000000,0.98385864
Simul_+0deg,0,268.91998291,91.07998657,-90.00000000,0.98867542
Simul_+0deg,0,269.27996826,90.72000885,-90.00000000,0.99486107
Simul_+0deg,0,269.63998413,90.36000061,-90.00000000,1.00241089
Simul_+0deg,0,270.00000000,90.00000000,-90.00000000,1.01131701
Simul_+0deg,0,270.35998535,89.63999176,-90.00000000,1.01011705
Simul_+0deg,0,270.72000122,89.27998352,-90.00000000,1.01028490
Simul_+0deg,0,271.07998657,88.92000580,-90.00000000,1.01182151
Simul_+0deg,0,271.43997192,88.56000519,-90.00000000,1.01472294
Simul_+0deg,0,271.79998779,88.19999695,-90.00000000,1.01898980
Simul_+0deg,0,272.16000366,87.83998871,-90.00000000,1.01946807
Simul_+0deg,0,272.51998901,87.47998810,-90.00000000,1.01482749
Simul_+0deg,0,272.87997437,87.12001038,-90.00000000,1.01149380
Simul_+0deg,0,273.23999023,86.76000214,-90.00000000,1.00946522
Simul_+0deg,0,273.59997559,86.39999390,-90.00000000,1.00874698
Simul_+0deg,0,273.95999146,86.03999329,-90.00000000,1.00933921
Simul_+0deg,0,274.32000732,85.67998505,-90.00000000,1.00218654
Simul_+0deg,0,274.67996216,85.32000732,-90.00000000,0.99512422
Simul_+0deg,0,275.03997803,84.95999908,-90.00000000,0.98928642
Simul_+0deg,0,275.39999390,84.59999847,-90.00000000,0.98467624
Simul_+0deg,0,275.75997925,84.23998260,-90.00000000,0.98129869
Simul_+0deg,0,276.11996460,83.88000488,-90.00000000,0.97672546
Simul_+0deg,0,276.47998047,83.52000427,-90.00000000,0.96852112
Simul_+0deg,0,276.83999634,83.16000366,-90.00000000,0.96154225
Simul_+0deg,0,277.19998169,82.79999542,-90.00000000,0.95579839
Simul_+0deg,0,277.55999756,82.43997955,-90.00000000,0.95129263
Simul_+0deg,0,277.91998291,82.08000183,-90.00000000,0.94802928
Simul_+0deg,0,278.27996826,81.72000885,-90.00000000,0.94335842
Simul_+0deg,0,278.63998413,81.36000061,-90.00000000,0.93925005
Simul_+0deg,0,279.00000000,80.99999237,-90.00000000,0.93647593
Simul_+0deg,0,279.35998535,80.63999176,-90.00000000,0.93503976
Simul_+0deg,0,279.71997070,80.28001404,-90.00000000,0.93493998
Simul_+0deg,0,280.07998657,79.91999817,-90.00000000,0.93611491
Simul_+0deg,0,280.43997192,79.55998993,-90.00000000,0.93839002
Simul_+0deg,0,280.79998779,79.19999695,-90.00000000,0.94198281
Simul_+0deg,0,281.16000366,78.83998871,-90.00000000,0.94688916
Simul_+0deg,0,281.51995850,78.48001099,-90.00000000,0.95310509
Simul_+0deg,0,281.87997437,78.11999512,-90.00000000,0.96062362
Simul_+0deg,0,282.23999023,77.75999451,-90.00000000,0.96904629
Simul_+0deg,0,282.59997559,77.39999390,-90.00000000,0.97831404
Simul_+0deg,0,282.95999146,77.03998566,-90.00000000,0.98856699
Simul_+0deg,0,283.31997681,76.68000793,-90.00000000,0.99979770
Simul_+0deg,0,283.67999268,76.31999969,-90.00000000,1.01200151
Simul_+0deg,0,284.03997803,75.95999908,-90.00000000,1.02457726
Simul_+0deg,0,284.39999390,75.59999084,-90.00000000,1.03321886
Simul_+0deg,0,284.76000977,75.23999023,-90.00000000,1.04247916
Simul_+0deg,0,285.11996460,74.88000488,-90.00000000,1.05235517
Simul_+0deg,0,285.47998047,74.52000427,-90.00000000,1.06284404
Simul_+0deg,0,285.83999634,74.15999603,-90.00000000,1.07394028
Simul_+0deg,0,286.19998169,73.79999542,-90.00000000,1.07873273
Simul_+0deg,0,286.55999756,73.43998718,-90.00000000,1.07872534
Simul_+0deg,0,286.91998291,73.08000946,-90.00000000,1.07947934
Simul_+0deg,0,287.27996826,72.72000122,-90.00000000,1.08099401
Simul_+0deg,0,287.63998413,72.36000061,-90.00000000,1.08326876
Simul_+0deg,0,288.00000000,71.99999237,-90.00000000,1.08630228
Simul_+0deg,0,288.35998535,71.63998413,-90.00000000,1.07176101
Simul_+0deg,0,288.71997070,71.28000641,-90.00000000,1.05868948
Simul_+0deg,0,289.07998657,70.91999817,-90.00000000,1.04709911
Simul_+0deg,0,289.44000244,70.55999756,-90.00000000,1.03700197
Simul_+0deg,0,289.79998779,70.19998932,-90.00000000,1.02840996
Simul_+0deg,0,290.15997314,69.84001160,-90.00000000,1.01100898
Simul_+0deg,0,290.51998901,69.48000336,-90.00000000,0.98256600
Simul_+0deg,0,290.87997437,69.12000275,-90.00000000,0.95615238
Simul_+0deg,0,291.23999023,68.75999451,-90.00000000,0.93180752
Simul_+0deg,0,291.60000610,68.39998627,-90.00000000,0.90956712
Simul_+0deg,0,291.95996094,68.04000854,-90.00000000,0.88946450
Simul_+0deg,0,292.31997681,67.68000793,-90.00000000,0.84596574
Simul_+0deg,0,292.67999268,67.31999969,-90.00000000,0.80089861
Simul_+0deg,0,293.03997803,66.95999146,-90.00000000,0.75748324
Simul_+0deg,0,293.39999390,66.59999084,-90.00000000,0.71577215
Simul_+0deg,0,293.75997925,66.24001312,-90.00000000,0.67582262
Simul_+0deg,0,294.11996460,65.88000488,-90.00000000,0.62648445
Simul_+0deg,0,294.47998047,65.51999664,-90.00000000,0.55563879
Simul_+0deg,0,294.83999634,65.15999603,-90.00000000,0.48523679
Simul_+0deg,0,295.19998169,64.79998779,-90.00000000,0.41531655
Simul_+0deg,0,295.55996704,64.44001007,-90.00000000,0.34592676
Simul_+0deg,0,295.91998291,64.08000183,-90.00000000,0.27710086
Simul_+0deg,0,296.27999878,63.71999741,-90.00000000,0.18370810
Simul_+0deg,0,296.63998413,63.35999298,-90.00000000,0.08276317
Simul_+0deg,0,297.00000000,62.99998856,-90.00000000,-0.01863771
Simul_+0deg,0,297.35998535,62.64001083,-90.00000000,-0.12046606
