scenario,lens_angle_deg,horizontal_angle_deg,theta_deg,phi_deg,gain_db
Simul_-45deg,-45,177.83999634,90.00000000,177.83999634,-3.21462107
Simul_-45deg,-45,178.19999695,90.00000000,178.19999695,-3.36551571
Simul_-45deg,-45,178.55998230,90.00000000,178.55998230,-3.53097081
Simul_-45deg,-45,178.91999817,90.00000000,178.91999817,-3.69838953
Simul_-45deg,-45,179.27998352,90.00000000,179.27998352,-3.86776423
Simul_-45deg,-45,179.63998413,90.00000000,179.63998413,-4.03903341
Simul_+0deg,0,-180.00000000,90.00000000,-180.00000000,-2.20228052
Simul_+0deg,0,-179.63998413,90.00000000,-179.63998413,-2.24875259
Simul_+0deg,0,-179.27998352,90.00000000,-179.27998352,-2.29397202
Simul_+0deg,0,-178.91999817,90.00000000,-178.91999817,-2.33789492
Simul_+0deg,0,-178.55998230,90.00000000,-178.55998230,-2.38047695
Simul_+0deg,0,-178.19999695,90.00000000,-178.19999695,-2.42167234
Simul_+0deg,0,-177.83999634,90.00000000,-177.83999634,-2.51033187
Simul_+0deg,0,-177.47999573,90.00000000,-177.47999573,-2.66155529
Simul_+0deg,0,-177.11999512,90.00000000,-177.11999512,-2.81545663
Simul_+0deg,0,-176.75997925,90.00000000,-176.75997925,-2.97212625
Simul_+0deg,0,-176.39999390,90.00000000,-176.39999390,-3.13166499
Simul_+0deg,0,-176.03999329,90.00000000,-176.03999329,-3.29417753
Simul_+0deg,0,-175.67999268,90.00000000,-175.67999268,-3.55669880
Simul_+0deg,0,-175.31999207,90.00000000,-175.31999207,-3.83729219
Simul_+0deg,0,-174.95999146,90.00000000,-174.95999146,-4.12397671
Simul_+0deg,0,-174.59999084,90.00000000,-174.59999084,-4.41670465
Simul_+0deg,0,-174.23999023,90.00000000,-174.23999023,-4.71539402
Simul_+0deg,0,-173.87998962,90.00000000,-173.87998962,-5.04265070
Simul_+0deg,0,-173.51998901,90.00000000,-173.51998901,-5.41626024
Simul_+0deg,0,-173.15998840,90.00000000,-173.15998840,-5.78533125
Simul_+0deg,0,-172.79998779,90.00000000,-172.79998779,-6.14552069
Simul_+0deg,0,-172.43998718,90.00000000,-172.43998718,-6.49152231
Simul_+0deg,0,-172.08000183,90.00000000,-172.08000183,-6.81703186
Simul_+0deg,0,-171.71998596,90.00000000,-171.71998596,-7.06311226
Simul_+0deg,0,-171.35998535,90.00000000,-171.35998535,-7.23747158
Simul_+0deg,0,-170.99998474,90.00000000,-170.99998474,-7.34446001
Simul_+0deg,0,-170.63998413,90.00000000,-170.63998413,-7.37888575
Simul_+0deg,0,-170.27999878,90.00000000,-170.27999878,-7.33901978
Simul_+0deg,0,-169.91998291,90.00000000,-169.91998291,-7.20182705
Simul_+0deg,0,-169.55999756,90.00000000,-169.55999756,-6.92495298
Simul_+0deg,0,-169.19999695,90.00000000,-169.19999695,-6.61337566
Simul_+0deg,0,-168.83998108,90.00000000,-168.83998108,-6.27523947
Simul_+0deg,0,-168.47999573,90.00000000,-168.47999573,-5.91787863
Simul_+0deg,0,-168.11999512,90.00000000,-168.11999512,-5.54762459
Simul_+0deg,0,-167.75999451,90.00000000,-167.75999451,-5.22388554
Simul_+0deg,0,-167.39999390,90.00000000,-167.39999390,-4.93149328
Simul_+0deg,0,-167.03997803,90.00000000,-167.03997803,-4.64544868
Simul_+0deg,0,-166.67999268,90.00000000,-166.67999268,-4.36574316
Simul_+0deg,0,-166.31999207,90.00000000,-166.31999207,-4.09228992
Simul_+0deg,0,-165.95999146,90.00000000,-165.95999146,-3.85161781
Simul_+0deg,0,-165.59999084,90.00000000,-165.59999084,-3.82613850
Simul_+0deg,0,-165.23999023,90.00000000,-165.23999023,-3.80005884
Simul_+0deg,0,-164.87998962,90.00000000,-164.87998962,-3.77339149
Simul_+0deg,0,-164.51998901,90.00000000,-164.51998901,-3.74614573
Simul_+0deg,0,-164.15998840,90.00000000,-164.15998840,-3.71833706
Simul_+0deg,0,-163.79998779,90.00000000,-163.79998779,-3.86441755
Simul_+0deg,0,-163.44000244,90.00000000,-163.44000244,-4.15494061
Simul_+0deg,0,-163.07998657,90.00000000,-163.07998657,-4.45188475
Simul_+0deg,0,-162.71998596,90.00000000,-162.71998596,-4.75517273
Simul_+0deg,0,-162.36000061,90.00000000,-162.36000061,-5.06462765
Simul_+0deg,0,-161.99998474,90.00000000,-161.99998474,-5.38001060
Simul_+0deg,0,-161.63999939,90.00000000,-161.63999939,-6.01633978
Simul_+0deg,0,-161.27999878,90.00000000,-161.27999878,-6.69878531
Simul_+0deg,0,-160.91998291,90.00000000,-160.91998291,-7.43355322
Simul_+0deg,0,-160.55999756,90.00000000,-160.55999756,-8.22792816
Simul_+0deg,0,-160.19998169,90.00000000,-160.19998169,-9.09024811
Simul_+0deg,0,-159.83999634,90.00000000,-159.83999634,-10.10758877
Simul_+0deg,0,-159.47999573,90.00000000,-159.47999573,-11.36283493
Simul_+0deg,0,-159.11997986,90.00000000,-159.11997986,-12.82310486
Simul_+0deg,0,-158.75999451,90.00000000,-158.75999451,-14.56415367
Simul_+0deg,0,-158.39999390,90.00000000,-158.39999390,-16.70772362
Simul_+0deg,0,-158.03999329,90.00000000,-158.03999329,-19.45206833
Simul_+0deg,0,-157.67999268,90.00000000,-157.67999268,-22.92258453
Simul_+0deg,0,-157.31999207,90.00000000,-157.31999207,-27.90174675
Simul_+0deg,0,-156.95999146,90.00000000,-156.95999146,-30.78919220
Simul_+0deg,0,-156.59999084,90.00000000,-156.59999084,-25.62207985
Simul_+0deg,0,-156.23999023,90.00000000,-156.23999023,-21.34293556
Simul_+0deg,0,-155.87998962,90.00000000,-155.87998962,-18.51943588
Simul_+0deg,0,-155.52000427,90.00000000,-155.52000427,-16.62132263
Simul_+0deg,0,-155.15998840,90.00000000,-155.15998840,-15.04097939
Simul_+0deg,0,-154.79998779,90.00000000,-154.79998779,-13.69282818
Simul_+0deg,0,-154.43998718,90.00000000,-154.43998718,-12.51989746
Simul_+0deg,0,-154.07998657,90.00000000,-154.07998657,-11.48290634
Simul_+0deg,0,-153.72000122,90.00000000,-153.72000122,-10.67206287
Simul_+0deg,0,-153.35998535,90.00000000,-153.35998535,-9.95129108
Simul_+0deg,0,-152.99998474,90.00000000,-152.99998474,-9.27740288
Simul_+0deg,0,-152.63999939,90.00000000,-152.63999939,-8.64590740
Simul_+0deg,0,-152.27998352,90.00000000,-152.27998352,-8.05258846
Simul_+0deg,0,-151.91999817,90.00000000,-151.91999817,-7.54865837
Simul_+0deg,0,-151.55999756,90.00000000,-151.55999756,-7.24238873
Simul_+0deg,0,-151.19998169,90.00000000,-151.19998169,-6.92701864
Simul_+0deg,0,-150.83999634,90.00000000,-150.83999634,-6.60582018
Simul_+0deg,0,-150.47998047,90.00000000,-150.47998047,-6.28150892
Simul_+0deg,0,-150.11999512,90.00000000,-150.11999512,-5.95634460
Simul_+0deg,0,-149.75999451,90.00000000,-149.75999451,-5.88581944
Simul_+0deg,0,-149.39999390,90.00000000,-149.39999390,-5.91905546
Simul_+0deg,0,-149.03999329,90.00000000,-149.03999329,-5.92371845
Simul_+0deg,0,-148.67999268,90.00000000,-148.67999268,-5.89971542
Simul_+0deg,0,-148.31999207,90.00000000,-148.31999207,-5.84751654
Simul_+0deg,0,-147.95999146,90.00000000,-147.95999146,-5.81866932
Simul_+0deg,0,-147.59999084,90.00000000,-147.59999084,-6.17586327
Simul_+0deg,0,-147.23999023,90.00000000,-147.23999023,-6.51722050
Simul_+0deg,0,-146.87998962,90.00000000,-146.87998962,-6.83616924
Simul_+0deg,0,-146.51998901,90.00000000,-146.51998901,-7.12527037
Simul_+0deg,0,-146.15998840,90.00000000,-146.15998840,-7.37657738
Simul_+0deg,0,-145.80000305,90.00000000,-145.80000305,-7.84526253
Simul_+0deg,0,-145.43998718,90.00000000,-145.43998718,-8.53375053
Simul_+0deg,0,-145.07998657,90.00000000,-145.07998657,-9.24285030
Simul_+0deg,0,-144.72000122,90.00000000,-144.72000122,-9.96120071
Simul_+0deg,0,-144.35998535,90.00000000,-144.35998535,-10.66962433
Simul_+0deg,0,-144.00000000,90.00000000,-144.00000000,-11.33774376
Simul_+0deg,0,-143.63998413,90.00000000,-143.63998413,-12.54860020
Simul_+0deg,0,-143.27999878,90.00000000,-143.27999878,-13.89003754
Simul_+0deg,0,-142.91999817,90.00000000,-142.91999817,-15.35235977
Simul_+0deg,0,-142.55998230,90.00000000,-142.55998230,-16.86361694
Simul_+0deg,0,-142.19999695,90.00000000,-142.19999695,-18.20332909
Simul_+0deg,0,-141.83999634,90.00000000,-141.83999634,-19.69582748
Simul_+0deg,0,-141.47999573,90.00000000,-141.47999573,-21.60342979
Simul_+0deg,0,-141.11999512,90.00000000,-141.11999512,-22.04628754
Simul_+0deg,0,-140.75997925,90.00000000,-140.75997925,-20.59725189
Simul_+0deg,0,-140.39999390,90.00000000,-140.39999390,-18.43752289
Simul_+0deg,0,-140.03999329,90.00000000,-140.03999329,-16.36620903
Simul_+0deg,0,-139.67999268,90.00000000,-139.67999268,-15.31818771
Simul_+0deg,0,-139.31999207,90.00000000,-139.31999207,-14.19811440
Simul_+0deg,0,-138.95999146,90.00000000,-138.95999146,-13.03458118
Simul_+0deg,0,-138.59999084,90.00000000,-138.59999084,-11.90805626
Simul_+0deg,0,-138.23999023,90.00000000,-138.23999023,-10.85076427
Simul_+0deg,0,-137.87998962,90.00000000,-137.87998962,-10.08367062
Simul_+0deg,0,-137.51998901,90.00000000,-137.51998901,-9.70991707
Simul_+0deg,0,-137.16000366,90.00000000,-137.16000366,-9.26776409
Simul_+0deg,0,-136.79998779,90.00000000,-136.79998779,-8.77897072
Simul_+0deg,0,-136.43998718,90.00000000,-136.43998718,-8.26208401
Simul_+0deg,0,-136.08000183,90.00000000,-136.08000183,-7.73163271
Simul_+0deg,0,-135.71998596,90.00000000,-135.71998596,-7.61465645
Simul_+0deg,0,-135.36000061,90.00000000,-135.36000061,-7.56961870
Simul_+0deg,0,-135.00000000,90.00000000,-135.00000000,-7.47320366
Simul_+0deg,0,-134.63998413,90.00000000,-134.63998413,-7.32874107
Simul_+0deg,0,-134.27999878,90.00000000,-134.27999878,-7.14093733
Simul_+0deg,0,-133.91998291,90.00000000,-133.91998291,-7.00935125
Simul_+0deg,0,-133.55999756,90.00000000,-133.55999756,-7.17383957
Simul_+0deg,0,-133.19999695,90.00000000,-133.19999695,-7.30347729
Simul_+0deg,0,-132.83998108,90.00000000,-132.83998108,-7.39489174
Simul_+0deg,0,-132.47999573,90.00000000,-132.47999573,-7.44555855
Simul_+0deg,0,-132.11999512,90.00000000,-132.11999512,-7.45402622
Simul_+0deg,0,-131.75999451,90.00000000,-131.75999451,-7.64288950
Simul_+0deg,0,-131.39999390,90.00000000,-131.39999390,-7.91454697
Simul_+0deg,0,-131.03999329,90.00000000,-131.03999329,-8.15464401
Simul_+0deg,0,-130.67999268,90.00000000,-130.67999268,-8.35671139
Simul_+0deg,0,-130.31999207,90.00000000,-130.31999207,-8.51462936
Simul_+0deg,0,-129.95999146,90.00000000,-129.95999146,-8.66183662
Simul_+0deg,0,-129.59999084,90.00000000,-129.59999084,-9.08371639
Simul_+0deg,0,-129.24000549,90.00000000,-129.24000549,-9.47607803
Simul_+0deg,0,-128.87998962,90.00000000,-128.87998962,-9.82617188
Simul_+0deg,0,-128.51998901,90.00000000,-128.51998901,-10.11995125
Simul_+0deg,0,-128.15998840,90.00000000,-128.15998840,-10.34337997
Simul_+0deg,0,-127.79998779,90.00000000,-127.79998779,-10.69817066
Simul_+0deg,0,-127.43999481,90.00000000,-127.43999481,-11.17533779
Simul_+0deg,0,-127.07999420,90.00000000,-127.07999420,-11.59716511
Simul_+0deg,0,-126.71998596,90.00000000,-126.71998596,-11.94052124
Simul_+0deg,0,-126.35999298,90.00000000,-126.35999298,-12.18228722
Simul_+0deg,0,-125.99999237,90.00000000,-125.99999237,-12.30347633
Simul_+0deg,0,-125.63999939,90.00000000,-125.63999939,-12.60316086
Simul_+0deg,0,-125.27999115,90.00000000,-125.27999115,-12.81818962
Simul_+0deg,0,-124.91998291,90.00000000,-124.91998291,-12.93459797
Simul_+0deg,0,-124.55999756,90.00000000,-124.55999756,-12.94413567
Simul_+0deg,0,-124.19998932,90.00000000,-124.19998932,-12.84610844
Simul_+0deg,0,-123.83999634,90.00000000,-123.83999634,-12.72349548
Simul_+0deg,0,-123.47998810,90.00000000,-123.47998810,-12.62340736
Simul_+0deg,0,-123.12000275,90.00000000,-123.12000275,-12.46327019
Simul_+0deg,0,-122.75999451,90.00000000,-122.75999451,-12.24952793
Simul_+0deg,0,-122.39998627,90.00000000,-122.39998627,-11.98997307
Simul_+0deg,0,-122.03999329,90.00000000,-122.03999329,-11.69295216
Simul_+0deg,0,-121.67999268,90.00000000,-121.67999268,-11.46745777
Simul_+0deg,0,-121.31999969,90.00000000,-121.31999969,-11.24100685
Simul_+0deg,0,-120.95999146,90.00000000,-120.95999146,-11.00407600
Simul_+0deg,0,-120.59999084,90.00000000,-120.59999084,-10.75890446
Simul_+0deg,0,-120.23999786,90.00000000,-120.23999786,-10.50749302
Simul_+0deg,0,-119.87998962,90.00000000,-119.87998962,-10.23600101
Simul_+0deg,0,-119.51999664,90.00000000,-119.51999664,-9.93752480
Simul_+0deg,0,-119.15999603,90.00000000,-119.15999603,-9.64691448
Simul_+0deg,0,-118.79998779,90.00000000,-118.79998779,-9.36392879
Simul_+0deg,0,-118.43999481,90.00000000,-118.43999481,-9.08830929
Simul_+0deg,0,-118.07998657,90.00000000,-118.07998657,-8.81977272
Simul_+0deg,0,-117.72000122,90.00000000,-117.72000122,-8.46100426
Simul_+0deg,0,-117.35999298,90.00000000,-117.35999298,-8.08839035
Simul_+0deg,0,-117.00000000,90.00000000,-117.00000000,-7.72972775
Simul_+0deg,0,-116.63999176,90.00000000,-116.63999176,-7.38406563
Simul_+0deg,0,-116.27999115,90.00000000,-116.27999115,-7.05061913
Simul_+0deg,0,-115.91999817,90.00000000,-115.91999817,-6.73406696
Simul_+0deg,0,-115.55998993,90.00000000,-115.55998993,-6.44511032
Simul_+0deg,0,-115.19999695,90.00000000,-115.19999695,-6.16311073
Simul_+0deg,0,-114.83999634,90.00000000,-114.83999634,-5.88789368
Simul_+0deg,0,-114.47999573,90.00000000,-114.47999573,-5.61932278
Simul_+0deg,0,-114.11999512,90.00000000,-114.11999512,-5.35719013
Simul_+0deg,0,-113.75999451,90.00000000,-113.75999451,-5.10915756
Simul_+0deg,0,-113.39999390,90.00000000,-113.39999390,-4.87073517
Simul_+0deg,0,-113.03999329,90.00000000,-113.03999329,-4.63773918
Simul_+0deg,0,-112.67999268,90.00000000,-112.67999268,-4.40996838
Simul_+0deg,0,-112.31999207,90.00000000,-112.31999207,-4.18725920
Simul_+0deg,0,-111.95999908,90.00000000,-111.95999908,-3.96297479
Simul_+0deg,0,-111.59999084,90.00000000,-111.59999084,-3.69278455
Simul_+0deg,0,-111.23999023,90.00000000,-111.23999023,-3.42885137
Simul_+0deg,0,-110.87999725,90.00000000,-110.87999725,-3.17101479
Simul_+0deg,0,-110.51999664,90.00000000,-110.51999664,-2.91912985
Simul_+0deg,0,-110.15999603,90.00000000,-110.15999603,-2.67300868
Simul_+0deg,0,-109.79998779,90.00000000,-109.79998779,-2.45581436
Simul_+0deg,0,-109.43999481,90.00000000,-109.43999481,-2.25834155
Simul_+0deg,0,-109.07999420,90.00000000,-109.07999420,-2.06100368
Simul_+0deg,0,-108.71999359,90.00000000,-108.71999359,-1.86415422
Simul_+0deg,0,-108.35999298,90.00000000,-108.35999298,-1.66811991
Simul_+0deg,0,-108.00000000,90.00000000,-108.00000000,-1.47317064
Simul_+0deg,0,-107.63999176,90.00000000,-107.63999176,-1.35298276
Simul_+0deg,0,-107.27999115,90.00000000,-107.27999115,-1.23099136
Simul_+0deg,0,-106.91999054,90.00000000,-106.91999054,-1.10742271
Simul_+0deg,0,-106.55999756,90.00000000,-106.55999756,-0.98251188
Simul_+0deg,0,-106.19999695,90.00000000,-106.19999695,-0.85646224
Simul_+0deg,0,-105.83998871,90.00000000,-105.83998871,-0.73781025
Simul_+0deg,0,-105.47999573,90.00000000,-105.47999573,-0.62822199
Simul_+0deg,0,-105.11999512,90.00000000,-105.11999512,-0.51721931
Simul_+0deg,0,-104.75999451,90.00000000,-104.75999451,-0.40498495
Simul_+0deg,0,-104.39999390,90.00000000,-104.39999390,-0.29167458
Simul_+0deg,0,-104.03999329,90.00000000,-104.03999329,-0.17744902
Simul_+0deg,0,-103.67999268,90.00000000,-103.67999268,-0.10551265
Simul_+0deg,0,-103.31999207,90.00000000,-103.31999207,-0.03610006
Simul_+0deg,0,-102.95999146,90.00000000,-102.95999146,0.03615057
Simul_+0deg,0,-102.59999847,90.00000000,-102.59999847,0.11107656
Simul_+0deg,0,-102.23999786,90.00000000,-102.23999786,0.18852478
Simul_+0deg,0,-101.87999725,90.00000000,-101.87999725,0.24651802
Simul_+0deg,0,-101.51998901,90.00000000,-101.51998901,0.26319778
Simul_+0deg,0,-101.15999603,90.00000000,-101.15999603,0.28221005
Simul_+0deg,0,-100.79999542,90.00000000,-100.79999542,0.30352306
Simul_+0deg,0,-100.43999481,90.00000000,-100.43999481,0.32710269
Simul_+0deg,0,-100.07999420,90.00000000,-100.07999420,0.35291165
Simul_+0deg,0,-99.71999359,90.00000000,-99.71999359,0.37004340
Simul_+0deg,0,-99.35999298,90.00000000,-99.35999298,0.38561064
Simul_+0deg,0,-98.99999237,90.00000000,-98.99999237,0.40262458
Simul_+0deg,0,-98.63999176,90.00000000,-98.63999176,0.42106748
Simul_+0deg,0,-98.27999878,90.00000000,-98.27999878,0.44092193
Simul_+0deg,0,-97.91999817,90.00000000,-97.91999817,0.45743111
Simul_+0deg,0,-97.55998993,90.00000000,-97.55998993,0.45878828
Simul_+0deg,0,-97.19999695,90.00000000,-97.19999695,0.46158695
Simul_+0deg,0,-96.83999634,90.00000000,-96.83999634,0.46582526
Simul_+0deg,0,-96.47999573,90.00000000,-96.47999573,0.47149998
Simul_+0deg,0,-96.11999512,90.00000000,-96.11999512,0.47860357
Simul_+0deg,0,-95.75999451,90.00000000,-95.75999451,0.47518525
Simul_+0deg,0,-95.39999390,90.00000000,-95.39999390,0.46656555
Simul_+0deg,0,-95.03999329,90.00000000,-95.03999329,0.45858797
Simul_+0deg,0,-94.67999268,90.00000000,-94.67999268,0.45125929
Simul_+0deg,0,-94.31999969,90.00000000,-94.31999969,0.44457954
Simul_+0deg,0,-93.95999908,90.00000000,-93.95999908,0.44354516
Simul_+0deg,0,-93.59999084,90.00000000,-93.59999084,0.48284295
Simul_+0deg,0,-93.23999023,90.00000000,-93.23999023,0.52232498
Simul_+0deg,0,-92.87999725,90.00000000,-92.87999725,0.56198126
Simul_+0deg,0,-92.51999664,90.00000000,-92.51999664,0.60180300
Simul_+0deg,0,-92.15999603,90.00000000,-92.15999603,0.64178538
Simul_+0deg,0,-91.79999542,90.00000000,-91.79999542,0.69412524
Simul_+0deg,0,-91.43999481,90.00000000,-91.43999481,0.75666606
Simul_+0deg,0,-91.07999420,90.00000000,-91.07999420,0.81968546
Simul_+0deg,0,-90.71999359,90.00000000,-90.71999359,0.88315678
Simul_+0deg,0,-90.35999298,90.00000000,-90.35999298,0.94704324
Simul_+0deg,0,-90.00000000,90.00000000,-90.00000000,1.01131701
Simul_+0deg,0,-89.63999176,90.00000000,-89.63999176,1.06276536
Simul_+0deg,0,-89.27999115,90.00000000,-89.27999115,1.11497927
Simul_+0deg,0,-88.91999817,90.00000000,-88.91999817,1.16792142
Simul_+0deg,0,-88.55999756,90.00000000,-88.55999756,1.22155595
Simul_+0deg,0,-88.19999695,90.00000000,-88.19999695,1.27585435
Simul_+0deg,0,-87.83999634,90.00000000,-87.83999634,1.33638144
Simul_+0deg,0,-87.47999573,90.00000000,-87.47999573,1.40452206
Simul_+0deg,0,-87.11999512,90.00000000,-87.11999512,1.47323084
Simul_+0deg,0,-86.75999451,90.00000000,-86.75999451,1.54246640
Simul_+0deg,0,-86.39999390,90.00000000,-86.39999390,1.61218822
Simul_+0deg,0,-86.04000092,90.00000000,-86.04000092,1.68235350
Simul_+0deg,0,-85.67999268,90.00000000,-85.67999268,1.73960519
Simul_+0deg,0,-85.31999207,90.00000000,-85.31999207,1.79669404
Simul_+0deg,0,-84.95999146,90.00000000,-84.95999146,1.85527730
Simul_+0deg,0,-84.59999847,90.00000000,-84.59999847,1.91528738
Simul_+0deg,0,-84.23999786,90.00000000,-84.23999786,1.97665560
Simul_+0deg,0,-83.87999725,90.00000000,-83.87999725,2.02308726
Simul_+0deg,0,-83.51998901,90.00000000,-83.51998901,2.03866625
Simul_+0deg,0,-83.15999603,90.00000000,-83.15999603,2.05599689
Simul_+0deg,0,-82.79999542,90.00000000,-82.79999542,2.07506251
Simul_+0deg,0,-82.43999481,90.00000000,-82.43999481,2.09583712
Simul_+0deg,0,-82.07999420,90.00000000,-82.07999420,2.11829638
Simul_+0deg,0,-81.72000122,90.00000000,-81.72000122,2.12680745
Simul_+0deg,0,-81.35999298,90.00000000,-81.35999298,2.13227487
Simul_+0deg,0,-80.99999237,90.00000000,-80.99999237,2.13912082
Simul_+0deg,0,-80.63999939,90.00000000,-80.63999939,2.14734173
Simul_+0deg,0,-80.27999878,90.00000000,-80.27999878,2.15692663
Simul_+0deg,0,-79.91999817,90.00000000,-79.91999817,2.16086888
Simul_+0deg,0,-79.55998993,90.00000000,-79.55998993,2.14191651
Simul_+0deg,0,-79.19999695,90.00000000,-79.19999695,2.12474442
Simul_+0deg,0,-78.83999634,90.00000000,-78.83999634,2.10937309
Simul_+0deg,0,-78.47999573,90.00000000,-78.47999573,2.09582257
Simul_+0deg,0,-78.11999512,90.00000000,-78.11999512,2.08411026
Simul_+0deg,0,-77.76000214,90.00000000,-77.76000214,2.03244996
Simul_+0deg,0,-77.39999390,90.00000000,-77.39999390,1.96100938
Simul_+0deg,0,-77.03999329,90.00000000,-77.03999329,1.89060938
Simul_+0deg,0,-76.67999268,90.00000000,-76.67999268,1.82131946
Simul_+0deg,0,-76.31999969,90.00000000,-76.31999969,1.75320995
Simul_+0deg,0,-75.95999908,90.00000000,-75.95999908,1.68195355
Simul_+0deg,0,-75.59999084,90.00000000,-75.59999084,1.57578778
Simul_+0deg,0,-75.23999023,90.00000000,-75.23999023,1.46917570
Simul_+0deg,0,-74.87999725,90.00000000,-74.87999725,1.36214149
Simul_+0deg,0,-74.51999664,90.00000000,-74.51999664,1.25472713
Simul_+0deg,0,-74.15999603,90.00000000,-74.15999603,1.14696681
Simul_+0deg,0,-73.79999542,90.00000000,-73.79999542,1.01690567
Simul_+0deg,0,-73.43999481,90.00000000,-73.43999481,0.86737567
Simul_+0deg,0,-73.07999420,90.00000000,-73.07999420,0.71548724
Simul_+0deg,0,-72.71999359,90.00000000,-72.71999359,0.56117332
Simul_+0deg,0,-72.36000061,90.00000000,-72.36000061,0.40435976
Simul_+0deg,0,-72.00000000,90.00000000,-72.00000000,0.24498133
Simul_+0deg,0,-71.63999939,90.00000000,-71.63999939,0.07254702
Simul_+0deg,0,-71.27999115,90.00000000,-71.27999115,-0.10255745
Simul_+0deg,0,-70.91999817,90.00000000,-70.91999817,-0.28037530
Simul_+0deg,0,-70.55999756,90.00000000,-70.55999756,-0.46094325
Simul_+0deg,0,-70.19999695,90.00000000,-70.19999695,-0.64429408
Simul_+0deg,0,-69.83999634,90.00000000,-69.83999634,-0.77335960
Simul_+0deg,0,-69.47999573,90.00000000,-69.47999573,-0.82803619
Simul_+0deg,0,-69.11999512,90.00000000,-69.11999512,-0.87726629
Simul_+0deg,0,-68.75999451,90.00000000,-68.75999451,-0.92085671
Simul_+0deg,0,-68.39999390,90.00000000,-68.39999390,-0.95863307
Simul_+0deg,0,-68.04000092,90.00000000,-68.04000092,-0.99043453
Simul_+0deg,0,-67.68000031,90.00000000,-67.68000031,-0.88808787
Simul_+0deg,0,-67.31999207,90.00000000,-67.31999207,-0.76641947
Simul_+0deg,0,-66.95999146,90.00000000,-66.95999146,-0.64194167
Simul_+0deg,0,-66.59999847,90.00000000,-66.59999847,-0.51497662
Simul_+0deg,0,-66.23999786,90.00000000,-66.23999786,-0.38583961
Simul_+0deg,0,-65.87999725,90.00000000,-65.87999725,-0.23314632
Simul_+0deg,0,-65.51999664,90.00000000,-65.51999664,-0.03869250
Simul_+0deg,0,-65.15999603,90.00000000,-65.15999603,0.15254256
Simul_+0deg,0,-64.79999542,90.00000000,-64.79999542,0.34061199
Simul_+0deg,0,-64.43999481,90.00000000,-64.43999481,0.52556789
Simul_+0deg,0,-64.07999420,90.00000000,-64.07999420,0.70746744
Simul_+0deg,0,-63.71999741,90.00000000,-63.71999741,0.87761104
Simul_+0deg,0,-63.35999298,90.00000000,-63.35999298,1.04216802
Simul_+0deg,0,-62.99999619,90.00000000,-62.99999619,1.20371759
Simul_+0deg,0,-62.63999557,90.00000000,-62.63999557,1.36237919
Simul_+0deg,0,-62.27999878,90.00000000,-62.27999878,1.51824498
Simul_+0deg,0,-61.91999817,90.00000000,-61.91999817,1.65369272
Simul_+0deg,0,-61.56000137,90.00000000,-61.56000137,1.72594452
Simul_+0deg,0,-61.19999313,90.00000000,-61.19999313,1.79794133
Simul_+0deg,0,-60.83999634,90.00000000,-60.83999634,1.86967587
Simul_+0deg,0,-60.47999573,90.00000000,-60.47999573,1.94114280
Simul_+0deg,0,-60.11999893,90.00000000,-60.11999893,2.01233435
Simul_+0deg,0,-59.75999832,90.00000000,-59.75999832,2.04064822
Simul_+0deg,0,-59.39999390,90.00000000,-59.39999390,2.04772210
Simul_+0deg,0,-59.03999329,90.00000000,-59.03999329,2.05492592
Simul_+0deg,0,-58.67999649,90.00000000,-58.67999649,2.06225967
Simul_+0deg,0,-58.31999588,90.00000000,-58.31999588,2.06972146
Simul_+0deg,0,-57.95999908,90.00000000,-57.95999908,2.06996417
Simul_+0deg,0,-57.59999847,90.00000000,-57.59999847,2.01127434
Simul_+0deg,0,-57.23999786,90.00000000,-57.23999786,1.95221722
Simul_+0deg,0,-56.87999725,90.00000000,-56.87999725,1.89279079
Simul_+0deg,0,-56.51999664,90.00000000,-56.51999664,1.83298802
Simul_+0deg,0,-56.15999603,90.00000000,-56.15999603,1.77280593
Simul_+0deg,0,-55.79999542,90.00000000,-55.79999542,1.67625964
Simul_+0deg,0,-55.43999863,90.00000000,-55.43999863,1.55057693
Simul_+0deg,0,-55.07999802,90.00000000,-55.07999802,1.42461443
Simul_+0deg,0,-54.71999741,90.00000000,-54.71999741,1.29844964
Simul_+0deg,0,-54.35999680,90.00000000,-54.35999680,1.17218828
Simul_+0deg,0,-54.00000000,90.00000000,-54.00000000,1.04592061
Simul_+0deg,0,-53.63999557,90.00000000,-53.63999557,1.04780173
Simul_+0deg,0,-53.27999878,90.00000000,-53.27999878,1.05905819
Simul_+0deg,0,-52.91999435,90.00000000,-52.91999435,1.07961786
Simul_+0deg,0,-52.55999756,90.00000000,-52.55999756,1.10934985
Simul_+0deg,0,-52.19999695,90.00000000,-52.19999695,1.14806437
Simul_+0deg,0,-51.83999634,90.00000000,-51.83999634,1.26577449
Simul_+0deg,0,-51.47999573,90.00000000,-51.47999573,1.47289157
Simul_+0deg,0,-51.11999893,90.00000000,-51.11999893,1.67867076
Simul_+0deg,0,-50.75999451,90.00000000,-50.75999451,1.88285887
Simul_+0deg,0,-50.39999771,90.00000000,-50.39999771,2.08524513
Simul_+0deg,0,-50.03999710,90.00000000,-50.03999710,2.28564548
Simul_+0deg,0,-49.67999649,90.00000000,-49.67999649,2.43557143
Simul_+0deg,0,-49.31999588,90.00000000,-49.31999588,2.57723856
Simul_+0deg,0,-48.95999908,90.00000000,-48.95999908,2.71675801
